date,year_quarter,quarter_number,financial_year,retailer,metric,customer_type,customer_group,jurisdiction,value
2021-01-01,2020-21 Q3,3,2020-21,Sustainable Saving,Number,Electricity,Residential,National,30
2021-01-01,2020-21 Q3,3,2020-21,Sustainable Savings,Number,Electricity,Residential,National,30
2021-01-01,2020-21 Q3,3,2020-21,Tango Energy,Number,Electricity,Residential,National,4056
2021-01-01,2020-21 Q3,3,2020-21,Tas Gas,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,Telstra Energy Retail,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,The Embedded Networks Company,Number,Electricity,Residential,National,632
2021-01-01,2020-21 Q3,3,2020-21,Winconnect,Number,Electricity,Residential,National,7222
2021-01-01,2020-21 Q3,3,2020-21,Winenergy,Number,Electricity,Residential,National,7222
2021-01-01,2020-21 Q3,3,2020-21,Y.E.S. Energy,Number,Electricity,Residential,National,1
2021-01-01,2020-21 Q3,3,2020-21,Y.E.S. Energy (SA),Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,ZEN Energy,Number,Electricity,Residential,National,0
2021-01-01,2020-21 Q3,3,2020-21,amaysim Energy,Number,Electricity,Residential,National,91443
2021-04-01,2020-21 Q4,4,2020-21,1st Energy,Number,Electricity,Residential,National,18854
2021-04-01,2020-21 Q4,4,2020-21,AGL,Number,Electricity,Residential,National,1499550
2021-04-01,2020-21 Q4,4,2020-21,ActewAGL,Number,Electricity,Residential,National,167383
2021-04-01,2020-21 Q4,4,2020-21,Alinta Energy,Number,Electricity,Residential,National,326774
2021-04-01,2020-21 Q4,4,2020-21,Altogether Group,Number,Electricity,Residential,National,10374
2021-04-01,2020-21 Q4,4,2020-21,Amber Electric,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,Apex Energy,Number,Electricity,Residential,National,638
2021-04-01,2020-21 Q4,4,2020-21,Arc Energy,Number,Electricity,Residential,National,5346
2021-04-01,2020-21 Q4,4,2020-21,Aurora Energy,Number,Electricity,Residential,National,243943
2021-04-01,2020-21 Q4,4,2020-21,Blue NRG,Number,Electricity,Residential,National,7711
2021-04-01,2020-21 Q4,4,2020-21,Bright Spark Power,Number,Electricity,Residential,National,400
2021-04-01,2020-21 Q4,4,2020-21,Brighte Energy,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,CPE Mascot,Number,Electricity,Residential,National,154
2021-04-01,2020-21 Q4,4,2020-21,CleanPeak Energy,Number,Electricity,Residential,National,95
2021-04-01,2020-21 Q4,4,2020-21,CovaU,Number,Electricity,Residential,National,6489
2021-04-01,2020-21 Q4,4,2020-21,Diamond Energy,Number,Electricity,Residential,National,9478
2021-04-01,2020-21 Q4,4,2020-21,Discover Energy,Number,Electricity,Residential,National,5522
2021-04-01,2020-21 Q4,4,2020-21,Dodo,Number,Electricity,Residential,National,45501
2021-04-01,2020-21 Q4,4,2020-21,EA Connect,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,ERM Power,Number,Electricity,Residential,National,1724
2021-04-01,2020-21 Q4,4,2020-21,Electricity in a Box,Number,Electricity,Residential,National,116
2021-04-01,2020-21 Q4,4,2020-21,Elysian Energy,Number,Electricity,Residential,National,756
2021-04-01,2020-21 Q4,4,2020-21,Energy Locals,Number,Electricity,Residential,National,32184
2021-04-01,2020-21 Q4,4,2020-21,Energy Services Management,Number,Electricity,Residential,National,708
2021-04-01,2020-21 Q4,4,2020-21,EnergyAustralia,Number,Electricity,Residential,National,1024747
2021-04-01,2020-21 Q4,4,2020-21,Enova Energy,Number,Electricity,Residential,National,9815
2021-04-01,2020-21 Q4,4,2020-21,Enwave Mascot,Number,Electricity,Residential,National,154
2021-04-01,2020-21 Q4,4,2020-21,Ergon Energy,Number,Electricity,Residential,National,632562
2021-04-01,2020-21 Q4,4,2020-21,Evergy,Number,Electricity,Residential,National,1120
2021-04-01,2020-21 Q4,4,2020-21,Flow Systems,Number,Electricity,Residential,National,10374
2021-04-01,2020-21 Q4,4,2020-21,Future X Power,Number,Electricity,Residential,National,1304
2021-04-01,2020-21 Q4,4,2020-21,GEE Power & Gas,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,GloBird Energy,Number,Electricity,Residential,National,10022
2021-04-01,2020-21 Q4,4,2020-21,GlowPower,Number,Electricity,Residential,National,708
2021-04-01,2020-21 Q4,4,2020-21,Humenergy,Number,Electricity,Residential,National,743
2021-04-01,2020-21 Q4,4,2020-21,Iberdrola Australia,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,Infigen Energy,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,LocalVolts,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,Locality Planning Energy,Number,Electricity,Residential,National,29028
2021-04-01,2020-21 Q4,4,2020-21,Lumo Energy,Number,Electricity,Residential,National,42549
2021-04-01,2020-21 Q4,4,2020-21,MTA Energy,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,Maximum Energy,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,Metered Energy,Number,Electricity,Residential,National,14140
2021-04-01,2020-21 Q4,4,2020-21,Microgrid Power,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,Mojo Power,Number,Electricity,Residential,National,6547
2021-04-01,2020-21 Q4,4,2020-21,Momentum Energy,Number,Electricity,Residential,National,33990
2021-04-01,2020-21 Q4,4,2020-21,National Total,Number,Electricity,Residential,National,6662723
2021-04-01,2020-21 Q4,4,2020-21,Nectr Energy,Number,Electricity,Residential,National,17821
2021-04-01,2020-21 Q4,4,2020-21,Next Business Energy,Number,Electricity,Residential,National,66
2021-04-01,2020-21 Q4,4,2020-21,OC Energy,Number,Electricity,Residential,National,2966
2021-04-01,2020-21 Q4,4,2020-21,OVO Energy,Number,Electricity,Residential,National,3864
2021-04-01,2020-21 Q4,4,2020-21,Origin Energy,Number,Electricity,Residential,National,1820543
2021-04-01,2020-21 Q4,4,2020-21,People Energy,Number,Electricity,Residential,National,348
2021-04-01,2020-21 Q4,4,2020-21,Pooled Energy,Number,Electricity,Residential,National,1637
2021-04-01,2020-21 Q4,4,2020-21,Power Club,Number,Electricity,Residential,National,654
2021-04-01,2020-21 Q4,4,2020-21,PowerHub,Number,Electricity,Residential,National,616
2021-04-01,2020-21 Q4,4,2020-21,Powerdirect,Number,Electricity,Residential,National,42413
2021-04-01,2020-21 Q4,4,2020-21,Powershop,Number,Electricity,Residential,National,56779
2021-04-01,2020-21 Q4,4,2020-21,Progressive Green,Number,Electricity,Residential,National,8
2021-04-01,2020-21 Q4,4,2020-21,Qenergy,Number,Electricity,Residential,National,4744
2021-04-01,2020-21 Q4,4,2020-21,Radian Energy,Number,Electricity,Residential,National,133
2021-04-01,2020-21 Q4,4,2020-21,ReAmped Energy,Number,Electricity,Residential,National,26295
2021-04-01,2020-21 Q4,4,2020-21,Real Utilities,Number,Electricity,Residential,National,866
2021-04-01,2020-21 Q4,4,2020-21,Red Energy,Number,Electricity,Residential,National,318559
2021-04-01,2020-21 Q4,4,2020-21,SIMEC ZEN Energy,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,Sanctuary Energy,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,Savant Energy,Number,Electricity,Residential,National,3169
2021-04-01,2020-21 Q4,4,2020-21,Shell Energy,Number,Electricity,Residential,National,1724
2021-04-01,2020-21 Q4,4,2020-21,Simply Energy,Number,Electricity,Residential,National,150602
2021-04-01,2020-21 Q4,4,2020-21,Smart Energy,Number,Electricity,Residential,National,30
2021-04-01,2020-21 Q4,4,2020-21,Smartest Energy,Number,Electricity,Residential,National,2
2021-04-01,2020-21 Q4,4,2020-21,SmartestEnergy,Number,Electricity,Residential,National,2
2021-04-01,2020-21 Q4,4,2020-21,Social Energy,Number,Electricity,Residential,National,50
2021-04-01,2020-21 Q4,4,2020-21,Sumo Power,Number,Electricity,Residential,National,16698
2021-04-01,2020-21 Q4,4,2020-21,Sustainable Savings,Number,Electricity,Residential,National,30
2021-04-01,2020-21 Q4,4,2020-21,Tango Energy,Number,Electricity,Residential,National,4698
2021-04-01,2020-21 Q4,4,2020-21,Tas Gas,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,Telstra Energy Retail,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,The Embedded Networks Company,Number,Electricity,Residential,National,767
2021-04-01,2020-21 Q4,4,2020-21,Winconnect,Number,Electricity,Residential,National,7638
2021-04-01,2020-21 Q4,4,2020-21,Winenergy,Number,Electricity,Residential,National,7638
2021-04-01,2020-21 Q4,4,2020-21,Y.E.S. Energy,Number,Electricity,Residential,National,4
2021-04-01,2020-21 Q4,4,2020-21,ZEN Energy,Number,Electricity,Residential,National,0
2021-04-01,2020-21 Q4,4,2020-21,amaysim Energy,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,1st Energy,Number,Electricity,Residential,National,19564
2021-07-01,2021-22 Q1,1,2021-22,AGL,Number,Electricity,Residential,National,1503316
2021-07-01,2021-22 Q1,1,2021-22,ActewAGL,Number,Electricity,Residential,National,165991
2021-07-01,2021-22 Q1,1,2021-22,Alinta Energy,Number,Electricity,Residential,National,330860
2021-07-01,2021-22 Q1,1,2021-22,Altogether Group,Number,Electricity,Residential,National,10522
2021-07-01,2021-22 Q1,1,2021-22,Amber Electric,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,Ampol Energy,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,Apex Energy,Number,Electricity,Residential,National,689
2021-07-01,2021-22 Q1,1,2021-22,Arc Energy,Number,Electricity,Residential,National,6225
2021-07-01,2021-22 Q1,1,2021-22,Aurora Energy,Number,Electricity,Residential,National,243835
2021-07-01,2021-22 Q1,1,2021-22,Blue NRG,Number,Electricity,Residential,National,8241
2021-07-01,2021-22 Q1,1,2021-22,Bright Spark Power,Number,Electricity,Residential,National,434
2021-07-01,2021-22 Q1,1,2021-22,Brighte Energy,Number,Electricity,Residential,National,5
2021-07-01,2021-22 Q1,1,2021-22,CPE Mascot,Number,Electricity,Residential,National,170
2021-07-01,2021-22 Q1,1,2021-22,CleanPeak Energy,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,CovaU,Number,Electricity,Residential,National,6867
2021-07-01,2021-22 Q1,1,2021-22,Diamond Energy,Number,Electricity,Residential,National,9419
2021-07-01,2021-22 Q1,1,2021-22,Discover Energy,Number,Electricity,Residential,National,7373
2021-07-01,2021-22 Q1,1,2021-22,Dodo,Number,Electricity,Residential,National,47445
2021-07-01,2021-22 Q1,1,2021-22,EA Connect,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,ERM Power,Number,Electricity,Residential,National,1881
2021-07-01,2021-22 Q1,1,2021-22,Electricity in a Box,Number,Electricity,Residential,National,224
2021-07-01,2021-22 Q1,1,2021-22,Elysian Energy,Number,Electricity,Residential,National,1752
2021-07-01,2021-22 Q1,1,2021-22,Energy Locals,Number,Electricity,Residential,National,33313
2021-07-01,2021-22 Q1,1,2021-22,Energy Services Management,Number,Electricity,Residential,National,605
2021-07-01,2021-22 Q1,1,2021-22,EnergyAustralia,Number,Electricity,Residential,National,1022889
2021-07-01,2021-22 Q1,1,2021-22,Enova Energy,Number,Electricity,Residential,National,10059
2021-07-01,2021-22 Q1,1,2021-22,Enwave Mascot,Number,Electricity,Residential,National,170
2021-07-01,2021-22 Q1,1,2021-22,Ergon Energy,Number,Electricity,Residential,National,633632
2021-07-01,2021-22 Q1,1,2021-22,Evergy,Number,Electricity,Residential,National,1242
2021-07-01,2021-22 Q1,1,2021-22,Flow Systems,Number,Electricity,Residential,National,10522
2021-07-01,2021-22 Q1,1,2021-22,Future X Power,Number,Electricity,Residential,National,1696
2021-07-01,2021-22 Q1,1,2021-22,GEE Power & Gas,Number,Electricity,Residential,National,98
2021-07-01,2021-22 Q1,1,2021-22,GloBird Energy,Number,Electricity,Residential,National,9801
2021-07-01,2021-22 Q1,1,2021-22,GlowPower,Number,Electricity,Residential,National,605
2021-07-01,2021-22 Q1,1,2021-22,Humenergy,Number,Electricity,Residential,National,909
2021-07-01,2021-22 Q1,1,2021-22,Iberdrola Australia,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,Infigen Energy,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,LocalVolts,Number,Electricity,Residential,National,1
2021-07-01,2021-22 Q1,1,2021-22,Locality Planning Energy,Number,Electricity,Residential,National,31680
2021-07-01,2021-22 Q1,1,2021-22,Lumo Energy,Number,Electricity,Residential,National,43348
2021-07-01,2021-22 Q1,1,2021-22,MTA Energy,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,Maximum Energy,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,Metered Energy,Number,Electricity,Residential,National,14027
2021-07-01,2021-22 Q1,1,2021-22,Microgrid Power,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,Mojo Power,Number,Electricity,Residential,National,7702
2021-07-01,2021-22 Q1,1,2021-22,Momentum Energy,Number,Electricity,Residential,National,32985
2021-07-01,2021-22 Q1,1,2021-22,National Total,Number,Electricity,Residential,National,6700534
2021-07-01,2021-22 Q1,1,2021-22,Nectr Energy,Number,Electricity,Residential,National,16537
2021-07-01,2021-22 Q1,1,2021-22,Next Business Energy,Number,Electricity,Residential,National,66
2021-07-01,2021-22 Q1,1,2021-22,OC Energy,Number,Electricity,Residential,National,2647
2021-07-01,2021-22 Q1,1,2021-22,OVO Energy,Number,Electricity,Residential,National,4046
2021-07-01,2021-22 Q1,1,2021-22,Origin Energy,Number,Electricity,Residential,National,1821111
2021-07-01,2021-22 Q1,1,2021-22,People Energy,Number,Electricity,Residential,National,330
2021-07-01,2021-22 Q1,1,2021-22,Pooled Energy,Number,Electricity,Residential,National,1592
2021-07-01,2021-22 Q1,1,2021-22,Power Club,Number,Electricity,Residential,National,664
2021-07-01,2021-22 Q1,1,2021-22,PowerHub,Number,Electricity,Residential,National,608
2021-07-01,2021-22 Q1,1,2021-22,Powerdirect,Number,Electricity,Residential,National,45317
2021-07-01,2021-22 Q1,1,2021-22,Powershop,Number,Electricity,Residential,National,57333
2021-07-01,2021-22 Q1,1,2021-22,Progressive Green,Number,Electricity,Residential,National,8
2021-07-01,2021-22 Q1,1,2021-22,Qenergy,Number,Electricity,Residential,National,4686
2021-07-01,2021-22 Q1,1,2021-22,Radian Energy,Number,Electricity,Residential,National,224
2021-07-01,2021-22 Q1,1,2021-22,ReAmped Energy,Number,Electricity,Residential,National,31158
2021-07-01,2021-22 Q1,1,2021-22,Real Utilities,Number,Electricity,Residential,National,1704
2021-07-01,2021-22 Q1,1,2021-22,Red Energy,Number,Electricity,Residential,National,325958
2021-07-01,2021-22 Q1,1,2021-22,SIMEC ZEN Energy,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,Sanctuary Energy,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,Savant Energy,Number,Electricity,Residential,National,3046
2021-07-01,2021-22 Q1,1,2021-22,Shell Energy,Number,Electricity,Residential,National,1881
2021-07-01,2021-22 Q1,1,2021-22,Simply Energy,Number,Electricity,Residential,National,151004
2021-07-01,2021-22 Q1,1,2021-22,Smart Energy,Number,Electricity,Residential,National,90
2021-07-01,2021-22 Q1,1,2021-22,Smartest Energy,Number,Electricity,Residential,National,2
2021-07-01,2021-22 Q1,1,2021-22,Social Energy,Number,Electricity,Residential,National,71
2021-07-01,2021-22 Q1,1,2021-22,Sumo Power,Number,Electricity,Residential,National,19123
2021-07-01,2021-22 Q1,1,2021-22,Sustainable Savings,Number,Electricity,Residential,National,30
2021-07-01,2021-22 Q1,1,2021-22,Tango Energy,Number,Electricity,Residential,National,4940
2021-07-01,2021-22 Q1,1,2021-22,Tas Gas,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,Telstra Energy Retail,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,The Embedded Networks Company,Number,Electricity,Residential,National,843
2021-07-01,2021-22 Q1,1,2021-22,Winenergy,Number,Electricity,Residential,National,8728
2021-07-01,2021-22 Q1,1,2021-22,Y.E.S. Energy,Number,Electricity,Residential,National,4
2021-07-01,2021-22 Q1,1,2021-22,ZEN Energy,Number,Electricity,Residential,National,0
2021-07-01,2021-22 Q1,1,2021-22,amaysim Energy,Number,Electricity,Residential,National,0
2021-10-01,2021-22 Q2,2,2021-22,1st Energy,Number,Electricity,Residential,National,20183
2021-10-01,2021-22 Q2,2,2021-22,AGL,Number,Electricity,Residential,National,1498721
2021-10-01,2021-22 Q2,2,2021-22,ActewAGL,Number,Electricity,Residential,National,164861
2021-10-01,2021-22 Q2,2,2021-22,Alinta Energy,Number,Electricity,Residential,National,332623
2021-10-01,2021-22 Q2,2,2021-22,Altogether Group,Number,Electricity,Residential,National,12225
2021-10-01,2021-22 Q2,2,2021-22,Amber Electric,Number,Electricity,Residential,National,5842
2021-10-01,2021-22 Q2,2,2021-22,Ampol Energy,Number,Electricity,Residential,National,0
2021-10-01,2021-22 Q2,2,2021-22,Apex Energy,Number,Electricity,Residential,National,747
2021-10-01,2021-22 Q2,2,2021-22,Arc Energy,Number,Electricity,Residential,National,6730
2021-10-01,2021-22 Q2,2,2021-22,Aurora Energy,Number,Electricity,Residential,National,242047
2021-10-01,2021-22 Q2,2,2021-22,Blue NRG,Number,Electricity,Residential,National,8040
2021-10-01,2021-22 Q2,2,2021-22,Bright Spark Power,Number,Electricity,Residential,National,506
2021-10-01,2021-22 Q2,2,2021-22,Brighte Energy,Number,Electricity,Residential,National,7
2021-10-01,2021-22 Q2,2,2021-22,CPE Mascot,Number,Electricity,Residential,National,200
2021-10-01,2021-22 Q2,2,2021-22,CleanPeak Energy,Number,Electricity,Residential,National,0
2021-10-01,2021-22 Q2,2,2021-22,CovaU,Number,Electricity,Residential,National,7254
2021-10-01,2021-22 Q2,2,2021-22,Diamond Energy,Number,Electricity,Residential,National,9538
2021-10-01,2021-22 Q2,2,2021-22,Discover Energy,Number,Electricity,Residential,National,7454
2021-10-01,2021-22 Q2,2,2021-22,Dodo,Number,Electricity,Residential,National,48565
2021-10-01,2021-22 Q2,2,2021-22,EA Connect,Number,Electricity,Residential,National,0
2021-10-01,2021-22 Q2,2,2021-22,ERM Power,Number,Electricity,Residential,National,1873
2021-10-01,2021-22 Q2,2,2021-22,Electricity in a Box,Number,Electricity,Residential,National,427
2021-10-01,2021-22 Q2,2,2021-22,Elysian Energy,Number,Electricity,Residential,National,4161
2021-10-01,2021-22 Q2,2,2021-22,Energy Locals,Number,Electricity,Residential,National,30224
